customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
8143-ETQTI,No,Femenino,False,True,True,23,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,19.65,451.55,0.6549999999999999,1
8144-DGHXP,No,Femenino,False,False,False,54,True,False,DSL,True,False,True,True,True,True,Dos años,False,Cheque electrónico,80.6,4299.95,2.6866666666666665,7
8146-QQKZH,No,Femenino,False,True,False,71,True,False,DSL,True,False,True,True,True,True,Dos años,False,Transferencia bancaria (automático),81.85,5924.4,2.728333333333333,7
8148-BPLZQ,No,Masculino,False,False,False,34,True,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,49.8,1734.2,1.66,3
8148-NLEGT,No,Femenino,False,True,True,42,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,22.95,1014.25,0.765,2
8148-WOCMK,No,Masculino,False,True,True,8,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.6,125.0,0.6533333333333334,1
8149-AIQCG,No,Masculino,False,False,False,39,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),73.15,2730.85,2.4383333333333335,3
8149-RSOUN,Si,Femenino,False,False,False,1,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,93.85,93.85,3.128333333333333,5
8150-QUDFX,No,Masculino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.85,51.6,0.6616666666666667,1
8152-UOBNY,No,Femenino,True,False,False,50,True,True,Fibra óptica,False,True,False,True,True,True,Un año,True,Cheque electrónico,106.8,5347.95,3.56,7
8152-VETUR,No,Femenino,False,True,False,72,True,True,Fibra óptica,False,True,False,False,True,True,Dos años,True,Tarjeta de crédito (automático),97.7,6869.7,3.256666666666667,6
8155-IBNHG,Si,Femenino,False,True,False,24,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),75.4,1747.85,2.5133333333333336,3
8158-WPEZG,No,Masculino,False,False,False,11,False,False,DSL,False,True,False,True,False,False,Mes a mes,True,Cheque electrónico,35.65,425.1,1.1883333333333332,3
8160-HOWOX,No,Femenino,False,False,False,7,True,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,66.85,458.1,2.228333333333333,4
8161-QYMTT,No,Masculino,False,False,False,7,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,94.1,701.3,3.1366666666666663,5
8164-OCKUJ,No,Femenino,False,True,True,59,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.6,1286.0,0.6866666666666668,1
8165-CBKXO,No,Masculino,False,True,True,66,False,False,DSL,False,True,True,False,True,True,Dos años,True,Tarjeta de crédito (automático),56.75,3708.4,1.8916666666666666,5
8165-ZJRNM,No,Femenino,False,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),23.75,1679.25,0.7916666666666666,2
8166-ORCHU,No,Masculino,True,True,False,33,True,False,Fibra óptica,True,True,False,True,False,True,Un año,True,Cheque electrónico,93.55,3055.5,3.118333333333333,6
8166-ZZTFS,Si,Femenino,True,True,False,66,True,True,DSL,False,True,True,False,True,True,Dos años,True,Transferencia bancaria (automático),80.55,5265.1,2.685,7
8167-GJLRN,No,Masculino,False,False,False,3,False,False,DSL,False,False,False,True,False,False,Mes a mes,False,Cheque electrónico,30.4,82.15,1.0133333333333332,2
8168-UQWWF,Si,Femenino,False,False,False,11,True,True,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),97.85,1105.4,3.2616666666666663,6
8169-SAEJD,No,Masculino,True,True,False,69,False,False,DSL,True,True,False,False,True,True,Dos años,False,Tarjeta de crédito (automático),56.55,3952.65,1.885,5
8173-RXAYP,No,Femenino,False,True,True,24,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.7,452.55,0.6566666666666666,1
8174-LNWMW,No,Femenino,False,False,False,31,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),20.9,689.35,0.6966666666666667,1
8174-TBVCF,No,Femenino,False,True,False,70,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),94.8,6859.05,3.1599999999999997,9
8178-EYZUO,Si,Masculino,False,False,False,46,True,True,Fibra óptica,True,True,False,False,False,True,Mes a mes,True,Cheque electrónico,93.7,4154.8,3.1233333333333335,6
8180-AKMJV,No,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),44.55,44.55,1.4849999999999999,2
8181-YHCMF,No,Femenino,False,True,True,68,False,False,DSL,False,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),60.3,4109.0,2.01,6
8182-BJDSI,Si,Femenino,False,False,False,28,True,True,Fibra óptica,False,True,False,False,False,True,Mes a mes,True,Cheque electrónico,89.95,2625.55,2.9983333333333335,5
8182-PNAGI,Si,Masculino,False,False,False,12,True,False,DSL,False,False,False,True,False,False,Mes a mes,False,Transferencia bancaria (automático),50.25,593.75,1.675,3
8183-ONMXC,Si,Femenino,False,False,False,2,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,False,Cheque electrónico,80.75,159.45,2.691666666666667,3
8184-WMOFI,No,Masculino,False,True,True,62,True,False,DSL,True,False,True,True,False,True,Un año,False,Tarjeta de crédito (automático),71.4,4487.3,2.3800000000000003,6
8185-UPYBR,Si,Masculino,False,True,False,6,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,75.5,438.0,2.5166666666666666,3
8189-DUKMV,No,Femenino,False,True,False,4,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia bancaria (automático),20.5,79.05,0.6833333333333333,1
8189-HBVRW,No,Femenino,False,False,False,53,True,True,Fibra óptica,True,True,True,False,False,False,Mes a mes,False,Cheque electrónico,90.8,4921.2,3.0266666666666664,6
8189-XRIKE,No,Femenino,True,False,False,32,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,False,Cheque electrónico,90.95,2897.95,3.0316666666666667,4
8190-ZTQFB,No,Masculino,False,False,False,41,False,False,DSL,False,False,True,False,True,True,Un año,True,Cheque electrónico,51.35,2075.1,1.7116666666666667,4
8191-XWSZG,No,Femenino,False,False,False,52,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.65,1022.95,0.6883333333333332,1
8194-PEEBY,No,Femenino,False,True,True,24,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.9,533.5,0.6633333333333333,1
8197-BFWVU,No,Femenino,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),93.25,6688.95,3.1083333333333334,9
8198-RKSZG,No,Femenino,False,True,True,14,True,True,DSL,False,True,False,True,True,True,Mes a mes,False,Tarjeta de crédito (automático),80.45,1137.05,2.6816666666666666,7
8199-ZLLSA,Si,Masculino,False,False,False,67,True,True,Fibra óptica,True,True,True,True,True,True,Un año,True,Transferencia bancaria (automático),118.35,7804.15,3.945,9
8200-KLNYW,No,Femenino,False,True,False,21,True,False,DSL,True,False,True,True,True,True,Un año,False,Cheque por correo,80.9,1714.95,2.6966666666666668,7
8200-LGKSR,No,Masculino,False,True,False,71,True,True,DSL,True,False,True,True,True,True,Dos años,False,Cheque electrónico,83.2,6126.1,2.7733333333333334,8
8201-AAXCB,No,Masculino,False,True,True,25,True,True,DSL,False,False,False,False,True,False,Mes a mes,False,Cheque electrónico,60.35,1404.65,2.0116666666666667,4
8203-XJZRC,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.25,20.25,0.675,1
8204-TIFGJ,No,Femenino,False,False,False,23,True,False,No,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),20.3,470.6,0.6766666666666666,1
8204-YJCLA,No,Masculino,True,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),64.8,4732.35,2.1599999999999997,7
8205-MQUGY,No,Masculino,False,True,True,12,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque electrónico,49.2,571.15,1.6400000000000001,3
8205-OTCHB,Si,Masculino,False,False,False,22,False,False,DSL,False,True,True,False,False,True,Un año,True,Transferencia bancaria (automático),43.75,903.6,1.4583333333333333,4
8205-VSLRB,No,Masculino,False,True,False,70,True,True,DSL,True,False,True,True,False,True,Dos años,False,Tarjeta de crédito (automático),77.3,5498.2,2.5766666666666667,7
8207-DMRVL,No,Masculino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),114.55,8306.05,3.8183333333333334,9
8207-VVMYB,No,Femenino,False,True,False,70,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),26.0,2006.95,0.8666666666666667,2
8208-EUMTE,No,Masculino,False,False,False,16,False,False,DSL,True,True,True,True,True,False,Dos años,False,Cheque por correo,54.85,916.15,1.8283333333333334,6
8212-CRQXP,No,Femenino,False,True,False,22,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Tarjeta de crédito (automático),80.0,1706.45,2.6666666666666665,3
8212-DJRCH,No,Masculino,False,True,True,5,True,False,Fibra óptica,True,False,True,False,False,True,Mes a mes,True,Cheque por correo,90.35,434.5,3.0116666666666663,5
8213-TAZPM,No,Femenino,False,True,True,69,True,True,Fibra óptica,False,True,True,True,True,True,Un año,True,Transferencia bancaria (automático),108.75,7493.05,3.625,8
8215-NGSPE,No,Femenino,False,True,True,42,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.0,833.55,0.6666666666666666,1
8216-AZUUZ,No,Femenino,False,True,True,42,True,False,Fibra óptica,False,False,True,True,True,True,Dos años,True,Cheque electrónico,100.4,4303.65,3.3466666666666667,6
8217-QYOHV,No,Masculino,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Mes a mes,True,Cheque por correo,55.75,266.95,1.8583333333333334,4
8218-FFJDS,No,Femenino,False,True,False,72,True,True,DSL,True,True,False,True,True,True,Dos años,True,Transferencia bancaria (automático),86.4,6058.95,2.8800000000000003,8
8219-VYBVI,No,Masculino,False,False,True,39,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,25.0,1004.35,0.8333333333333334,2
8220-OCUFY,No,Femenino,False,False,False,21,True,False,DSL,True,False,True,True,False,False,Un año,True,Cheque electrónico,60.25,1258.35,2.0083333333333333,5
8221-EQDGL,No,Masculino,False,True,False,35,True,False,DSL,True,True,True,False,False,False,Mes a mes,False,Cheque por correo,61.0,2130.45,2.033333333333333,5
8221-HVAYI,No,Masculino,False,True,True,35,True,True,DSL,True,True,True,True,False,False,Dos años,True,Tarjeta de crédito (automático),69.15,2490.15,2.305,7
8224-DWCKX,No,Masculino,True,False,False,12,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),73.3,828.05,2.4433333333333334,3
8224-IVVPA,No,Femenino,False,False,False,27,True,False,DSL,True,True,False,False,False,False,Mes a mes,True,Cheque por correo,56.7,1652.95,1.8900000000000001,4
8224-KDLKN,No,Masculino,False,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),25.0,1738.9,0.8333333333333334,2
8224-UAXBZ,No,Femenino,False,True,False,58,False,False,DSL,True,True,False,False,True,False,Un año,True,Cheque electrónico,45.35,2540.1,1.5116666666666667,4
8225-BTJAU,Si,Masculino,True,False,False,10,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,79.25,793.55,2.6416666666666666,3
8226-BXGES,No,Masculino,False,True,False,64,True,True,Fibra óptica,True,True,True,False,False,False,Un año,False,Transferencia bancaria (automático),89.45,5692.65,2.981666666666667,6
8229-BUJHX,No,Femenino,False,True,True,71,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),20.5,1500.95,0.6833333333333333,1
8229-MYEJZ,No,Femenino,False,False,False,10,True,False,DSL,False,True,False,False,False,False,Mes a mes,False,Cheque electrónico,51.2,498.25,1.7066666666666668,3
8229-TNIQA,Si,Femenino,False,False,False,4,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,45.3,196.95,1.51,2
8231-BSWXX,No,Masculino,False,False,False,71,True,True,Fibra óptica,False,True,False,False,False,False,Un año,True,Tarjeta de crédito (automático),79.05,5552.5,2.635,4
8232-CTLKO,No,Femenino,False,True,True,66,True,False,DSL,True,False,False,False,True,False,Dos años,True,Cheque electrónico,59.75,3996.8,1.9916666666666667,4
8232-UTFOZ,No,Masculino,False,False,False,69,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.95,1399.35,0.6649999999999999,1
8234-GSZYK,No,Masculino,False,False,False,43,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),26.45,1110.05,0.8816666666666666,2
8237-ULIXL,No,Femenino,False,True,False,72,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),24.85,1871.85,0.8283333333333334,2
8241-JUIQO,No,Femenino,False,False,False,61,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia bancaria (automático),19.45,1336.35,0.6483333333333333,1
8242-JSVBO,No,Masculino,False,False,False,7,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),44.65,322.5,1.4883333333333333,2
8242-PDSGJ,No,Masculino,False,True,False,70,False,False,DSL,True,False,True,True,False,False,Dos años,True,Tarjeta de crédito (automático),39.15,2692.75,1.305,4
8242-SOQUO,No,Femenino,True,False,False,5,True,False,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Cheque electrónico,84.7,392.5,2.8233333333333333,4
8245-UMPYT,Si,Femenino,True,False,False,16,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,96.4,1581.2,3.2133333333333334,5
8246-SHFGA,No,Masculino,False,False,False,17,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),21.1,385.55,0.7033333333333334,1
8249-THVEC,No,Masculino,False,True,True,51,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.4,997.75,0.6466666666666666,1
8250-ZNGGW,No,Femenino,True,False,False,5,True,False,DSL,True,True,False,True,False,False,Mes a mes,False,Tarjeta de crédito (automático),59.9,287.85,1.9966666666666666,5
8257-RZAHR,Si,Femenino,False,True,False,14,True,True,DSL,True,False,False,False,True,False,Mes a mes,True,Transferencia bancaria (automático),64.7,941.0,2.1566666666666667,5
8258-GSTJK,Si,Masculino,True,False,False,3,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,77.0,237.75,2.566666666666667,3
8259-DZLIZ,No,Femenino,False,True,True,64,True,True,DSL,False,True,False,False,False,False,Un año,True,Transferencia bancaria (automático),53.85,3399.85,1.7950000000000002,4
8259-NFJTV,No,Femenino,False,True,True,7,False,False,DSL,True,False,False,True,False,False,Mes a mes,False,Cheque por correo,34.65,246.6,1.155,3
8260-NGFNY,Si,Femenino,False,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,25.2,25.2,0.84,1
8261-GWDBQ,No,Femenino,True,True,False,60,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),116.05,6925.9,3.868333333333333,9
8262-COGGB,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,20.45,20.45,0.6816666666666666,1
8263-JQAIK,Si,Masculino,True,False,False,2,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,24.45,47.5,0.815,1
8263-OKETD,No,Femenino,False,False,False,20,True,True,DSL,False,True,False,True,False,True,Mes a mes,True,Tarjeta de crédito (automático),68.9,1370.35,2.296666666666667,6
8263-QMNTJ,No,Masculino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Cheque electrónico,115.55,8425.3,3.8516666666666666,9
8265-HKSOW,No,Femenino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,False,True,Dos años,False,Tarjeta de crédito (automático),107.45,7658.3,3.5816666666666666,8
8266-VBFQL,No,Masculino,False,False,False,4,True,False,Fibra óptica,False,False,True,True,False,True,Mes a mes,True,Cheque electrónico,90.4,356.65,3.0133333333333336,5
8267-KFGYD,No,Masculino,False,False,True,1,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,21.05,21.05,0.7016666666666667,1
